49, Craft-repair, Private,40,7298, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
33, Sales, Self-emp-not-inc,80,7298, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
35, Exec-managerial, Self-emp-not-inc,60,3908, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
43, Prof-specialty, Local-gov,40,0, Bachelors,13, Separated, Unmarried, White, Female, United-States, <=50K
26, Prof-specialty, State-gov,60,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
43, Adm-clerical, Local-gov,40,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
34, Exec-managerial, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
42, Sales, Self-emp-inc,60,0, 1st-4th,2, Married-civ-spouse, Husband, White, Male, ?, <=50K
26, Prof-specialty, Self-emp-not-inc,4,0, Some-college,10, Never-married, Not-in-family, White, Female, Mexico, <=50K
31, Craft-repair, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Machine-op-inspct, Private,40,-1740, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
50, Sales, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
38, Handlers-cleaners, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
64, Adm-clerical, State-gov,24,0, HS-grad,9, Widowed, Not-in-family, White, Female, United-States, <=50K
20, Adm-clerical, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
46, Sales, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
33, Adm-clerical, Private,40,0, Some-college,10, Divorced, Not-in-family, Black, Female, United-States, <=50K
56, ?, ?,25,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
24, Sales, Private,20,0, Assoc-acdm,12, Married-civ-spouse, Own-child, White, Female, United-States, <=50K
50, Sales, Private,45,0, Bachelors,13, Divorced, Not-in-family, White, Male, United-States, <=50K
40, Protective-serv, Local-gov,42,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
39, Prof-specialty, Local-gov,72,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, <=50K
30, Other-service, Private,40,0, 9th,5, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
25, Farming-fishing, Private,50,27828, Bachelors,13, Never-married, Own-child, White, Male, United-States, >50K
37, Tech-support, Private,40,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, >50K
19, ?, ?,10,0, HS-grad,9, Never-married, Own-child, Black, Male, United-States, <=50K
49, Machine-op-inspct, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
72, ?, ?,12,0, 10th,6, Divorced, Not-in-family, White, Male, United-States, <=50K
42, Transport-moving, Self-emp-not-inc,35,0, 10th,6, Widowed, Unmarried, White, Male, United-States, <=50K
45, Adm-clerical, Private,40,0, Bachelors,13, Never-married, Not-in-family, Black, Female, United-States, >50K
53, Other-service, Local-gov,30,0, HS-grad,9, Widowed, Not-in-family, White, Female, United-States, <=50K
54, Other-service, Private,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
22, Craft-repair, Private,50,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
19, Sales, Local-gov,16,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
25, Adm-clerical, Private,45,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
43, Handlers-cleaners, Private,40,3908, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Prof-specialty, Local-gov,20,0, Masters,14, Married-civ-spouse, Wife, White, Female, United-States, >50K
27, Prof-specialty, Private,40,0, Masters,14, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, Hong, >50K
45, Other-service, Local-gov,40,0, 9th,5, Never-married, Own-child, White, Male, United-States, <=50K
38, Craft-repair, Self-emp-not-inc,15,0, HS-grad,9, Never-married, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
40, Craft-repair, Private,49,0, 9th,5, Never-married, Other-relative, Black, Male, United-States, <=50K
80, Exec-managerial, Self-emp-not-inc,20,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
23, Adm-clerical, Private,40,0, Assoc-voc,11, Never-married, Not-in-family, White, Female, United-States, <=50K
35, Craft-repair, Private,45,0, Some-college,10, Never-married, Not-in-family, White, Male, Germany, <=50K
23, Sales, Private,40,0, HS-grad,9, Never-married, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
34, Adm-clerical, Self-emp-not-inc,50,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
28, Adm-clerical, Private,32,0, Assoc-acdm,12, Never-married, Own-child, White, Male, United-States, <=50K
33, ?, ?,40,5178, Some-college,10, Married-civ-spouse, Wife, White, Female, United-States, >50K
29, Prof-specialty, Self-emp-inc,55,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
55, Transport-moving, Self-emp-not-inc,50,0, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
23, Exec-managerial, Private,40,0, Bachelors,13, Never-married, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
33, Adm-clerical, Private,45,0, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
20, Other-service, Private,20,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
22, Exec-managerial, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, Yugoslavia, <=50K
34, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
36, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Other-relative, White, Male, United-States, <=50K
19, Other-service, Private,30,0, HS-grad,9, Never-married, Own-child, Black, Male, United-States, <=50K
52, Exec-managerial, Self-emp-inc,65,0, Some-college,10, Divorced, Not-in-family, White, Male, United-States, >50K
23, Prof-specialty, Private,40,0, Assoc-acdm,12, Never-married, Own-child, White, Male, United-States, <=50K
48, Adm-clerical, Federal-gov,36,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
51, Adm-clerical, State-gov,40,3908, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, <=50K
19, Handlers-cleaners, Private,40,0, HS-grad,9, Never-married, Other-relative, White, Male, United-States, <=50K
33, Exec-managerial, Private,50,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
31, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, United-States, <=50K
59, Exec-managerial, Private,30,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Prof-specialty, Private,15,0, Bachelors,13, Never-married, Own-child, White, Female, United-States, <=50K
47, Prof-specialty, Self-emp-not-inc,40,0, Some-college,10, Divorced, Unmarried, Black, Female, United-States, <=50K
39, Tech-support, Federal-gov,40,-625, Bachelors,13, Divorced, Unmarried, Black, Female, United-States, <=50K
73, Machine-op-inspct, Private,40,0, 11th,7, Married-civ-spouse, Husband, White, Male, United-States, <=50K
17, Other-service, Private,18,-1602, 10th,6, Never-married, Own-child, White, Female, United-States, <=50K
38, Sales, Private,25,0, Some-college,10, Divorced, Own-child, White, Female, United-States, <=50K
35, Handlers-cleaners, Private,25,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
35, Adm-clerical, Private,40,0, Bachelors,13, Never-married, Other-relative, White, Male, United-States, <=50K
57, Adm-clerical, Federal-gov,40,-2258, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
37, Protective-serv, Local-gov,50,7688, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
26, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Own-child, White, Male, ?, <=50K
26, Craft-repair, Private,48,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
45, Exec-managerial, Private,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
51, Transport-moving, Local-gov,60,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
34, Craft-repair, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
28, Handlers-cleaners, Private,38,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
49, Sales, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
64, Other-service, Federal-gov,40,0, Assoc-acdm,12, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, United-States, >50K
43, Other-service, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, Japan, <=50K
36, Craft-repair, Private,60,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
32, Craft-repair, Self-emp-not-inc,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
39, Exec-managerial, Private,45,0, Bachelors,13, Divorced, Unmarried, White, Female, United-States, <=50K
35, Sales, Private,50,0, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
52, Craft-repair, Self-emp-not-inc,40,0, HS-grad,9, Divorced, Not-in-family, Black, Male, United-States, <=50K
34, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Other-relative, Amer-Indian-Eskimo, Male, United-States, <=50K
39, Exec-managerial, Self-emp-not-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
30, ?, ?,25,0, HS-grad,9, Separated, Unmarried, Black, Female, United-States, <=50K
32, Prof-specialty, Private,40,-1590, Masters,14, Never-married, Not-in-family, White, Female, United-States, <=50K
21, Craft-repair, Private,40,-1504, Assoc-voc,11, Never-married, Own-child, White, Male, United-States, <=50K
44, Exec-managerial, Private,70,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
23, Exec-managerial, State-gov,40,0, 12th,8, Never-married, Not-in-family, White, Male, United-States, <=50K
17, Priv-house-serv, Private,24,0, 11th,7, Never-married, Own-child, White, Female, United-States, <=50K
41, Craft-repair, Local-gov,50,0, Assoc-acdm,12, Separated, Not-in-family, White, Male, United-States, <=50K
51, ?, ?,40,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
42, Exec-managerial, Federal-gov,40,0, Some-college,10, Divorced, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K
19, Adm-clerical, Local-gov,15,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
50, Prof-specialty, Private,40,0, Masters,14, Never-married, Unmarried, White, Female, United-States, <=50K
29, Sales, Private,40,0, Some-college,10, Separated, Not-in-family, White, Female, United-States, <=50K
21, Craft-repair, Private,40,0, Assoc-voc,11, Never-married, Own-child, White, Male, United-States, <=50K
23, Handlers-cleaners, Private,22,0, Some-college,10, Never-married, Own-child, Black, Male, United-States, <=50K
24, Exec-managerial, Private,40,0, Assoc-acdm,12, Never-married, Own-child, White, Male, United-States, <=50K
35, Machine-op-inspct, Private,40,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
54, Exec-managerial, Local-gov,56,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Adm-clerical, Private,40,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
22, ?, ?,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
24, Handlers-cleaners, Private,40,0, Some-college,10, Never-married, Own-child, Black, Male, United-States, <=50K
44, Machine-op-inspct, Local-gov,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
22, Other-service, Private,15,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
26, Prof-specialty, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Handlers-cleaners, Private,40,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
25, Exec-managerial, Private,45,0, Bachelors,13, Never-married, Own-child, White, Male, United-States, <=50K
31, Protective-serv, Local-gov,41,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
56, Adm-clerical, Private,40,4101, Assoc-acdm,12, Divorced, Unmarried, White, Female, United-States, <=50K
31, Adm-clerical, Federal-gov,40,0, Assoc-acdm,12, Never-married, Not-in-family, White, Male, United-States, <=50K
55, Other-service, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, ?, <=50K
51, Other-service, Private,30,0, 11th,7, Divorced, Unmarried, Black, Female, United-States, <=50K
53, Other-service, Private,40,0, Preschool,1, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
33, Exec-managerial, Self-emp-inc,60,-1887, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, >50K
39, Transport-moving, Private,40,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
37, Sales, Self-emp-inc,50,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, >50K
34, Craft-repair, Private,50,0, 9th,5, Married-civ-spouse, Husband, White, Male, United-States, <=50K
31, Sales, Private,40,0, HS-grad,9, Never-married, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
31, Tech-support, State-gov,40,0, Masters,14, Never-married, Not-in-family, White, Male, United-States, <=50K
47, Other-service, Private,34,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
23, Exec-managerial, Private,28,0, Bachelors,13, Never-married, Own-child, White, Male, United-States, <=50K
43, Craft-repair, Private,84,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
39, Transport-moving, Private,65,0, Some-college,10, Divorced, Not-in-family, White, Male, United-States, <=50K
26, Transport-moving, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
36, Craft-repair, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
49, Sales, Private,55,0, Some-college,10, Divorced, Unmarried, White, Female, England, <=50K
62, Machine-op-inspct, Private,40,0, 7th-8th,4, Widowed, Not-in-family, White, Female, United-States, <=50K
55, Other-service, Private,35,0, Some-college,10, Widowed, Not-in-family, White, Female, United-States, <=50K
52, Exec-managerial, Self-emp-not-inc,60,0, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
54, Sales, Self-emp-inc,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
41, Prof-specialty, Self-emp-not-inc,55,15024, Doctorate,16, Married-civ-spouse, Husband, White, Male, United-States, >50K
48, Sales, Private,50,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
53, Prof-specialty, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
58, ?, ?,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
60, Prof-specialty, Local-gov,48,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
27, Other-service, Private,30,0, Bachelors,13, Never-married, Not-in-family, White, Male, ?, <=50K
